Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11809617,2020-05-18 20:46:14,2020-05-18 20:44:39,1624361,490557022,1624361,302,200,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11809617/SRR11809617.1,SRX8361002,131,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677058,SAMN14968260,simple,287,Pseudomonas aeruginosa,131,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,5BAFDB90F67F2D4B2A4EE62CE68DF909,5D557FE0FA358682C3442D8221919912
SRR11809616,2020-05-18 20:46:14,2020-05-18 20:43:49,857761,259043822,857761,302,105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11809616/SRR11809616.1,SRX8361003,134,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677059,SAMN14968261,simple,287,Pseudomonas aeruginosa,134,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,49922F49BEDD25FD476DC443DA8D5924,66836729B5FB93EEADD1E51B79371CCC
SRR11809615,2020-05-18 20:46:14,2020-05-18 20:44:43,2306973,696705846,2306973,302,283,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11809615/SRR11809615.1,SRX8361004,136,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677060,SAMN14968262,simple,287,Pseudomonas aeruginosa,136,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,CAB924C2907E92AA293818749C89C539,6272FA9B89B7EFA0C6EDB7C4B551D578
SRR11809613,2020-05-18 20:46:14,2020-05-18 20:44:56,2988097,902405294,2988097,302,365,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR11809613/SRR11809613.1,SRX8361006,137,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677062,SAMN14968263,simple,287,Pseudomonas aeruginosa,137,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,534B562627002E47E3714425E060EB4D,6F49E7838A6766A4D5D17F2F0962874C
SRR11809612,2020-05-18 20:46:14,2020-05-18 20:44:36,2355965,711501430,2355965,302,290,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11809612/SRR11809612.1,SRX8361007,138,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677063,SAMN14968264,simple,287,Pseudomonas aeruginosa,138,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,721282CB3F836ECFC9A0216218609E90,F608E7F41FC2DBC68A90AEB3953FD2B0
SRR11809611,2020-05-18 20:46:14,2020-05-18 20:44:27,1765193,533088286,1765193,302,217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11809611/SRR11809611.1,SRX8361008,139,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677064,SAMN14968265,simple,287,Pseudomonas aeruginosa,139,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,885DA5EE4A6985DA44F0EBEBDE45960C,5F9A2985AF4C413E5A177D6CD5645662
SRR11809610,2020-05-18 20:46:15,2020-05-18 20:44:49,2232244,674137688,2232244,302,275,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11809610/SRR11809610.1,SRX8361009,140,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677065,SAMN14968266,simple,287,Pseudomonas aeruginosa,140,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,D62B044DF7926B2F4E2305B5A9766D32,AF181B964B53FF60B7471A34E5755A4B
SRR11809609,2020-05-18 20:46:15,2020-05-18 20:44:02,1599751,483124802,1599751,302,199,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11809609/SRR11809609.1,SRX8361010,142,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677066,SAMN14968267,simple,287,Pseudomonas aeruginosa,142,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,CC7CCAE1B69FDE354CC8D204D4251FD5,FCA6F7C4B2CD21412437E939D15993BA
SRR11809608,2020-05-18 20:46:15,2020-05-18 20:44:10,1996616,602978032,1996616,302,246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11809608/SRR11809608.1,SRX8361011,143,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677067,SAMN14968268,simple,287,Pseudomonas aeruginosa,143,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,53BAA1167BF5176208A9D496A8A4C797,81D91AD504346EDF8AA8CCF8D326E903
SRR11809607,2020-05-18 20:46:15,2020-05-18 20:44:14,1526384,460967968,1526384,302,189,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11809607/SRR11809607.1,SRX8361012,144,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677068,SAMN14968269,simple,287,Pseudomonas aeruginosa,144,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,38A2CD8289168DA4CEB35E03EDDDDD50,E9FDD72AC1BD45BA73756A7EC0764CBC
SRR11809606,2020-05-18 20:46:15,2020-05-18 20:44:13,1656422,500239444,1656422,302,202,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11809606/SRR11809606.1,SRX8361013,145,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677069,SAMN14968270,simple,287,Pseudomonas aeruginosa,145,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,3F70633E2D8785E2BF4586BF1F961B95,428ADA60BA71FD8721A9563CC91E3BC5
SRR11809605,2020-05-18 20:46:15,2020-05-18 20:44:01,1148009,346698718,1148009,302,140,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11809605/SRR11809605.1,SRX8361014,146,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677070,SAMN14968271,simple,287,Pseudomonas aeruginosa,146,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,D80558F620E64812A72F067B9E95C3C3,68F4BADA1B14D82618DA101E9CD0460A
SRR11809604,2020-05-18 20:46:15,2020-05-18 20:44:27,2525033,762559966,2525033,302,309,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR11809604/SRR11809604.1,SRX8361015,149,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677071,SAMN14968272,simple,287,Pseudomonas aeruginosa,149,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,5B50FD42942081210FEF22ABA96FCD35,88305E5A379E98C9216B03BFB907E17F
SRR11809625,2020-05-18 20:46:14,2020-05-18 20:44:17,1608458,485754316,1608458,302,197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR11809625/SRR11809625.1,SRX8360994,15,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677050,SAMN14968235,simple,287,Pseudomonas aeruginosa,15,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,F8557FC51BAD53A8805C667C62F93444,06F795D0ED15B00E69C5E3E9F501FF16
SRR11809602,2020-05-18 20:46:15,2020-05-18 20:44:22,2120994,640540188,2120994,302,276,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-18/SRR11809602/SRR11809602.1,SRX8361017,152,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677073,SAMN14968273,simple,287,Pseudomonas aeruginosa,152,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,5D591C2539574E953498315F8EB7FC12,B6415B5521F78B87A4FF51225F269D42
SRR11809614,2020-05-18 20:46:14,2020-05-18 20:44:07,1618396,488755592,1618396,302,199,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR11809614/SRR11809614.1,SRX8361005,18,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677061,SAMN14968236,simple,287,Pseudomonas aeruginosa,18,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,72CE784555F2BBCAB6B66E1D15905923,C202F1AB680DFF573B9A6E6B96560600
SRR11809603,2020-05-18 20:46:15,2020-05-18 20:44:01,1745161,527038622,1745161,302,215,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR11809603/SRR11809603.1,SRX8361016,19,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677072,SAMN14968237,simple,287,Pseudomonas aeruginosa,19,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,56650EBA72D1FE439407A793B5114138,ACBE21DAF8468531D990490A826CDB9B
SRR11809599,2020-05-18 20:46:15,2020-05-18 20:44:19,2514613,759413126,2514613,302,309,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-18/SRR11809599/SRR11809599.1,SRX8361020,31,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677076,SAMN14968243,simple,287,Pseudomonas aeruginosa,31,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,D8F0805D48AD3F14E853A956FC7A2920,158E660BBF19E19639CD4B39323E7EB2
SRR11809598,2020-05-18 20:46:15,2020-05-18 20:44:19,2101445,634636390,2101445,302,258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11809598/SRR11809598.1,SRX8361021,32,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677077,SAMN14968244,simple,287,Pseudomonas aeruginosa,32,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,2D7EB659C270E2A7497C89567E0FF0FF,5937124F3CA809315DD6B78FABCC080D
SRR11809601,2020-05-18 20:46:15,2020-05-18 20:44:03,1289288,389364976,1289288,302,158,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11809601/SRR11809601.1,SRX8361018,5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP262228,PRJNA633671,,633671,SRS6677074,SAMN14968233,simple,287,Pseudomonas aeruginosa,5,,,,,,,no,,,,,MARQUETTE UNIVERSITY,SRA1076973,,public,C82A5FA29DB97800273C525612DE8F1A,9873FA0C97C507451B4A6142DB8CC5FD
SRR13619095,2021-02-03 11:48:17,2021-02-03 11:47:34,855252,460441962,855252,538,226,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR13619095/SRR13619095.1,SRX10012253,ADRDL-3281,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP059853,PRJNA280335,2,280335,SRS8180820,SAMN17767404,simple,28901,Salmonella enterica,ADRDL-3281,,,,,,,no,,,,,SDSU_GT,SRA1191082,,public,7A1CEEB01908ED8D23770F2555D0E4BF,B2B09B2E53697B4ED8C93104A44AB130
SRR13786967,2021-10-18 04:20:43,2021-02-27 06:02:59,288360740,86508222000,288360740,300,26596,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/013463/SRR13786967,SRX10172053,Daweizi1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556503,SAMN22234322,simple,9825,Sus scrofa domesticus,Daweizi1,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,EDBEEB042993BE25513D3874CCA6C8DF,C68D450AC548B92BD97AB2BC53768396
SRR13786966,2021-10-18 04:20:43,2021-02-26 02:15:17,308927500,92678250000,308927500,300,28234,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/013463/SRR13786966,SRX10172054,Daweizi2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556504,SAMN22234323,simple,9825,Sus scrofa domesticus,Daweizi2,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,C7CB91D549E6D6CDD0AC8DFE2A4BF400,618E53AB6C0E475B93511FE87233F323
SRR13786965,2021-10-18 04:20:43,2021-02-26 03:07:21,318961534,95688460200,318961534,300,29013,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/013463/SRR13786965,SRX10172055,Daweizi3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556505,SAMN22234324,simple,9825,Sus scrofa domesticus,Daweizi3,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,4E90C2280495499927B326E6C72D2CFC,6EF0FFBCB10E1D039EDAA75C653C124A
SRR13786964,2021-10-18 04:20:43,2021-02-26 01:42:09,303236896,90971068800,303236896,300,27729,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/013463/SRR13786964,SRX10172056,Daweizi4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556457,SAMN22234325,simple,9825,Sus scrofa domesticus,Daweizi4,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,7991E296C41E67B4AFB5CE1F1CE4CA0C,1482EC443D8A9248D69E992C4613ABA3
SRR13786963,2021-10-18 04:20:43,2021-02-25 23:42:10,247611947,74283584100,247611947,300,22669,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/013463/SRR13786963,SRX10172057,Daweizi5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556469,SAMN22234326,simple,9825,Sus scrofa domesticus,Daweizi5,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,35FE61FD2BA0866A6A6346EFBCAE63D3,87DFEECB4D1AA8EA2B3D22934AFB886B
SRR13786962,2021-10-18 04:20:43,2021-02-26 01:06:55,272695980,81808794000,272695980,300,24785,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013463/SRR13786962,SRX10172058,Daweizi6,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556455,SAMN22234327,simple,9825,Sus scrofa domesticus,Daweizi6,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,7F174C3CE9B26CD92260973868D21363,C368086D0BB2C46CDAD0BF548D394B82
SRR13786960,2021-10-18 04:20:43,2021-02-26 03:30:28,228789800,68636940000,228789800,300,21207,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/013463/SRR13786960,SRX10172060,Daweizi7,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556480,SAMN22234328,simple,9825,Sus scrofa domesticus,Daweizi7,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,5678FB31DA627F06F7486F29D666EC2B,BA7C5E0E34C6C8628D5D2CD8B560650A
SRR13786995,2021-10-18 04:20:43,2021-02-26 01:26:35,234560769,70368230700,234560769,300,19963,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/013463/SRR13786995,SRX10172025,Debao1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556460,SAMN22234287,simple,9825,Sus scrofa domesticus,Debao1,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,ADDF162575ABDB3495C7D8803FC9F093,A373B985B84F8D6200FE0EB99E4F3BA3
SRR13786994,2021-10-18 04:20:43,2021-02-26 00:09:14,231112894,69333868200,231112894,300,19738,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/013463/SRR13786994,SRX10172026,Debao2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556478,SAMN22234288,simple,9825,Sus scrofa domesticus,Debao2,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,C6334244F075585A2C75F4BE008C9A53,D3793A7A8D550C9F78EC589A336C5972
SRR13786983,2021-10-18 04:20:43,2021-02-25 23:52:53,212479955,63743986500,212479955,300,18283,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/013463/SRR13786983,SRX10172037,Debao3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556456,SAMN22234289,simple,9825,Sus scrofa domesticus,Debao3,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,8C858942227AE0B1790A72773C2948C1,C24DFEC3594F1FFF9B84C54C0FF08028
SRR13786972,2021-10-18 04:20:43,2021-02-26 01:43:08,269487785,80846335500,269487785,300,22976,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013463/SRR13786972,SRX10172048,Debao4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556492,SAMN22234290,simple,9825,Sus scrofa domesticus,Debao4,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,58D45FD76FCCB140C48AA5FF796D28A3,424C2140D7E719501B487DEB95B43644
SRR13786961,2021-10-18 04:20:43,2021-02-25 23:58:55,227329490,68198847000,227329490,300,19578,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/013463/SRR13786961,SRX10172059,Debao5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556506,SAMN22234291,simple,9825,Sus scrofa domesticus,Debao5,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,AE77F31F52ED445551C0E57C24FD008D,69D7F767D93C742247F546D7B4D4C44A
SRR13786950,2021-10-18 04:20:43,2021-02-26 00:33:09,250179284,75053785200,250179284,300,21548,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/013463/SRR13786950,SRX10172070,Debao6,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP211773,PRJNA531381,,531381,SRS10556496,SAMN22234292,simple,9825,Sus scrofa domesticus,Debao6,,,,,female,,no,,,,,HUNAN AGRICULTURAL UNIVERSITY,SRA1199155,,public,F8BD388EF7ED54910675FA03F496C7D9,28F504E6224468866D2141DE632C4703
