Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11769940,2020-05-11 15:42:40,2020-05-11 15:11:25,12239,3331950,11113,272,1,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769940/SRR11769940.1,SRX8323327,p2351,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642642,SAMN14888964,simple,208526,Gallus gallus gallus,65102,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,768981B6644F97EBEBC559674DED2718,E820ED9230F94E3109B9B8FA7C5BB5B0
SRR11769939,2020-05-11 15:14:42,2020-05-11 15:11:27,28316,7752667,25928,273,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769939/SRR11769939.1,SRX8323328,p2352,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642643,SAMN14888965,simple,208526,Gallus gallus gallus,65202,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,F35E254BCE43C7CF48CF75FCBA803C47,362DD8072D6FB9811657500DBEFADBB9
SRR11769938,2020-05-11 15:14:43,2020-05-11 15:11:42,24882,6691966,22625,268,2,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/011494/SRR11769938,SRX8323329,p2353,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642644,SAMN14888966,simple,208526,Gallus gallus gallus,65402,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,C2F621F5C237EBF203EF03DC93DAB800,D20ADA15F19393ED11A512B494F37CEC
SRR11769937,2020-05-11 15:14:43,2020-05-11 15:11:28,28737,7799575,26148,271,3,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769937/SRR11769937.1,SRX8323330,p2354,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642646,SAMN14888967,simple,208526,Gallus gallus gallus,65502,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,CA90AF1C8747A5D17FBFB3C3205AEEF5,F422AD6FC46F023871BA90963CDBF9CC
SRR11769936,2020-05-11 15:14:43,2020-05-11 15:11:34,14505,4077518,13237,281,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769936/SRR11769936.1,SRX8323331,p2355,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642645,SAMN14888968,simple,208526,Gallus gallus gallus,65602,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,165F1D0251C6061BF60D5A4B5ECCECBA,15B4B8D81AC3A064031CB523AD1AC0F0
SRR11769935,2020-05-11 15:14:43,2020-05-11 15:11:28,29423,8080975,26786,274,2,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/011494/SRR11769935,SRX8323332,p2356,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642647,SAMN14888969,simple,208526,Gallus gallus gallus,65802,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,E0B10BDC5C04FCE6635E97ADB6C23360,B5D3470273AB4B5FEAFE7F66A2C2EA42
SRR11769934,2020-05-11 15:14:43,2020-05-11 15:11:26,31452,8697267,28707,276,3,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/011494/SRR11769934,SRX8323333,p2357,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642648,SAMN14888970,simple,208526,Gallus gallus gallus,65902,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,6CB13105950414F6F210BC80283B0C56,32C927DB138AA8556477FA9CA24D46E2
SRR11769933,2020-05-11 15:14:43,2020-05-11 15:11:31,24987,6697806,22716,268,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769933/SRR11769933.1,SRX8323334,p2358,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642649,SAMN14888971,simple,208526,Gallus gallus gallus,66002,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,90ED775D88648089A0D5615E1BA737C1,0BB8394CCDD1BEEF3E702085FDB5E66B
SRR11769932,2020-05-11 15:14:43,2020-05-11 15:11:19,15357,4309440,14151,280,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769932/SRR11769932.1,SRX8323335,p2359,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642650,SAMN14888972,simple,208526,Gallus gallus gallus,66102,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,633B9D6097C0CE7AF01AAB69BE6621B1,54DF23CBE2896D59CF3E4BDA96E09BF4
SRR11769931,2020-05-11 15:14:43,2020-05-11 15:11:18,24517,6852490,22687,279,2,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/011494/SRR11769931,SRX8323336,p2360,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642651,SAMN14888973,simple,208526,Gallus gallus gallus,66202,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,16DE5DCD86DACC6FFEF36903110E404C,2538FF2B5FBC63C38EF6A0F837F052A2
SRR11769929,2020-05-11 15:14:43,2020-05-11 15:11:28,22123,5872823,19833,265,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769929/SRR11769929.1,SRX8323338,p2361,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642653,SAMN14888974,simple,208526,Gallus gallus gallus,66302,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,EEC069D615BAFD311E6A40F4095C1D4E,299B5A34661634B526384F36C33EF312
SRR11769928,2020-05-11 15:14:43,2020-05-11 15:11:24,17114,4808739,15618,280,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769928/SRR11769928.1,SRX8323339,p2362,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642654,SAMN14888975,simple,208526,Gallus gallus gallus,66402,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,983C9634345196F996BFCEA5C60F4AE3,51A0148DC3937AC528FD8E23959F48BC
SRR11769927,2020-05-12 16:31:13,2020-05-12 16:28:42,55792,13734980,45450,246,4,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/011494/SRR11769927,SRX8323340,p2363,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642655,SAMN14888976,simple,208526,Gallus gallus gallus,66502,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,838F9241C607AAB19A368FAFCA8D992B,2BE221725DA45B0E83F7596C807E83B4
SRR11769926,2020-05-11 15:14:43,2020-05-11 15:11:24,20830,5650384,18713,271,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769926/SRR11769926.1,SRX8323341,p2364,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642656,SAMN14888977,simple,208526,Gallus gallus gallus,66602,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,E6A345C7966EBEEB8E2B4C9333D88D29,F024BBFC0DA84EECBF9D5939F35C0C9E
SRR11769925,2020-05-11 15:42:40,2020-05-11 15:11:22,15443,4277051,14098,276,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769925/SRR11769925.1,SRX8323342,p2365,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642657,SAMN14888978,simple,208526,Gallus gallus gallus,66802,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,E071B2578428B9F181AE1657F17B0B8E,BD4119929ADB96B732E8A78A21D9E6EA
SRR11769924,2020-05-11 15:42:40,2020-05-11 15:11:23,23477,6534048,21430,278,2,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/011494/SRR11769924,SRX8323343,p2366,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642658,SAMN14888979,simple,208526,Gallus gallus gallus,67102,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,781F192CA4DC2B2FDFE45BBABF353D17,4B0B97D4DA74E2F3B5C87563093F7259
SRR11769923,2020-05-11 15:42:40,2020-05-11 15:11:22,22257,6213903,20496,279,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769923/SRR11769923.1,SRX8323344,p2367,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642659,SAMN14888980,simple,208526,Gallus gallus gallus,67202,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,01EC4A6CEA686842D07C833D55402236,05D971C7E77C983F415250EB14A4E5E7
SRR11769922,2020-05-11 15:14:43,2020-05-11 15:11:21,20410,5527458,18549,270,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769922/SRR11769922.1,SRX8323345,p2368,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642660,SAMN14888981,simple,208526,Gallus gallus gallus,67302,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,38FA8CBD5A1019651555E5FEA2DFBD25,75984041E655CB0DA64FAF129C38185E
SRR11769921,2020-05-11 15:14:43,2020-05-11 15:11:17,12360,3468980,11291,280,1,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769921/SRR11769921.1,SRX8323346,p2369,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642661,SAMN14888982,simple,208526,Gallus gallus gallus,67402,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,56414386BC553B5CD34322511EFB7924,9758C61B760EDF3BBEDB9487711E933E
SRR11769920,2020-05-11 15:14:43,2020-05-11 15:11:34,47046,12597044,42362,267,4,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/011494/SRR11769920,SRX8323347,p2370,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642662,SAMN14888983,simple,208526,Gallus gallus gallus,67602,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,03550184C8D3F2299E6349A72C37ADF0,A7ACEA3E13B1794DA051CE577D0E45EF
SRR11769918,2020-05-11 15:14:43,2020-05-11 15:11:25,28582,7960358,26241,278,3,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769918/SRR11769918.1,SRX8323349,p2371,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642663,SAMN14888984,simple,208526,Gallus gallus gallus,67802,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,971372FFA677B325546C98552AF680E7,09ABE171FC1B5E0BC549B4B4E2C1F975
SRR11769917,2020-05-11 15:14:43,2020-05-11 15:11:13,19831,5369408,17926,270,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769917/SRR11769917.1,SRX8323350,p2372,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642665,SAMN14888985,simple,208526,Gallus gallus gallus,67902,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,C0067A9F3543FFFF367F8EBD012A6E5D,C1DFFC0580C673E92ECA465A0878F32C
SRR11769916,2020-05-11 15:14:43,2020-05-11 15:11:23,16731,4634979,15297,277,2,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011494/SRR11769916,SRX8323351,p2373,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642666,SAMN14888986,simple,208526,Gallus gallus gallus,68102,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,FBB1B9B951AB59A0176D6F320E8BFD22,0DBF3BC84E9976FB26FDBA339682E5B8
SRR11769915,2020-05-11 15:42:40,2020-05-11 15:11:22,27269,7418554,24686,272,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769915/SRR11769915.1,SRX8323352,p2374,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642667,SAMN14888987,simple,208526,Gallus gallus gallus,68202,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,AFC4595EAF8A2A5C8B46E889AB390988,56A8393C40B298084AD9C0AAF23D3E51
SRR11769914,2020-05-11 15:14:43,2020-05-11 15:11:18,14191,3880625,12884,273,1,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769914/SRR11769914.1,SRX8323353,p2375,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642668,SAMN14888988,simple,208526,Gallus gallus gallus,68302,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,945457A1837784B7431D5BC6E455EA8D,DBB96FEDFC764F44E6AE2B99C1B90CB3
SRR11769913,2020-05-11 15:14:43,2020-05-11 15:11:15,19425,5424416,17814,279,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769913/SRR11769913.1,SRX8323354,p2376,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642669,SAMN14888989,simple,208526,Gallus gallus gallus,68602,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,35A9679FE0A28CBDE5F3F914F37E8C11,DCE9010530AC31064CB1B61AB824B154
SRR11769912,2020-05-11 15:14:43,2020-05-11 15:11:10,14632,4072897,13398,278,1,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/011494/SRR11769912,SRX8323355,p2377,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642670,SAMN14888990,simple,208526,Gallus gallus gallus,68702,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,27EE692AF2F0529999B9239920537598,554C322B97BC5CA6F0006B436E94B717
SRR11769911,2020-05-11 15:42:40,2020-05-11 15:11:17,18716,5039716,16940,269,2,AADN04,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/011494/SRR11769911,SRX8323356,p2378,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642671,SAMN14888991,simple,208526,Gallus gallus gallus,68802,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,5D478857EEEB872F001059FEDA89AF04,0A2FDFD69017444EA211C52A6DA1283A
SRR11769910,2020-05-11 15:42:40,2020-05-11 15:11:22,21272,5578743,18629,262,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769910/SRR11769910.1,SRX8323357,p2379,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642672,SAMN14888992,simple,208526,Gallus gallus gallus,68902,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,DB48520C0D11F974EFEF677D66F27EF5,21AD8AE050F034C5A1374FEA305DA782
SRR11769909,2020-05-11 15:14:43,2020-05-11 15:11:19,9027,2514593,8154,278,1,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769909/SRR11769909.1,SRX8323358,p2380,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642673,SAMN14888993,simple,208526,Gallus gallus gallus,69002,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,5725F6E7311036EF4B332E99D9892AFE,CAD62F4B5DFE5A3FD531A77CFB63762C
SRR11769907,2020-05-11 15:42:40,2020-05-11 15:11:18,25002,7019169,23051,280,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769907/SRR11769907.1,SRX8323360,p2381,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642675,SAMN14888994,simple,208526,Gallus gallus gallus,69302,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,C70858CED27D44AB8DE277663DEACD7E,6EC477D42CB095DF1B16028C90EC20A1
SRR11769906,2020-05-11 15:42:40,2020-05-11 15:11:08,23764,6608030,21691,278,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769906/SRR11769906.1,SRX8323361,p2382,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642676,SAMN14888995,simple,208526,Gallus gallus gallus,69402,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,9DBD3D030C78BA0A53FB7F15F9BDBA81,765F318101D07F3238184DB0EE7FC0B5
SRR11769905,2020-05-11 15:42:40,2020-05-11 15:11:00,21003,5839549,19240,278,2,AADN04,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR11769905/SRR11769905.1,SRX8323362,p2383,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP261072,PRJNA631642,,631642,SRS6642677,SAMN14888996,simple,208526,Gallus gallus gallus,69602,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1074192,,public,6B637E6EC7A2984EA5CDD1D162461020,413D46759BBE9CD03B689345CAE436FC
